,id_left,name_left,is_tbd,geometry,index_right,id_right,name_right,color,feature_id,coordinates,geometry_type
1194,qualicum-beach-bc-canada,"Qualicum Beach, BC, Canada",False,POINT (-124.44320399853738 49.3494347121997),,,,,,,
1195,bowser-bc-canada,"Bowser, BC, Canada",False,POINT (-124.68672835476215 49.44353602704172),,,,,,,
1196,denman-island-bc-canada,"Denman Island, BC, Canada",False,POINT (-124.71356875282478 49.49345509252578),,,,,,,
1197,hornby-island-bc-canada,"Hornby Island, BC, Canada",False,POINT (-124.69712586649928 49.5134805257975),,,,,,,
1198,comox-bc-canada,"Comox, BC, Canada",False,POINT (-124.928266 49.67351299999971),141.0,connected-coast,Connected Coast,#939597,connected-coast-0,"[ [ [ -125.02289129999988, 48.964512089999737 ], [ -125.22483705420657, 48.963417670735211 ], [ -125.3642743999999, 49.007252349999945 ] ], [ [ -126.61890059999992, 49.591856019999931 ], [ -126.49358750709344, 49.615634634150148 ], [ -126.38108758963149, 49.652066036289725 ], [ -126.15608775470743, 49.688470190074533 ], [ -126.05444189999996, 49.78104817000019 ] ], [ [ -127.11233571708493, 49.815676682583636 ], [ -126.99983579678073, 49.851955061154278 ], [ -126.98495349999985, 49.884975600000395 ] ], [ [ -126.74178759999992, 49.874918699999931 ], [ -126.80295093625597, 49.906323219004641 ], [ -126.91546085655288, 49.870085656987875 ], [ -126.97171081670484, 49.870085656987875 ], [ -126.98495349999985, 49.884975600000395 ] ], [ [ -127.65441779999993, 50.535297809999925 ], [ -127.77483524776397, 50.492427400224173 ], [ -127.88733516806799, 50.474528274380717 ], [ -128.02796006844798, 50.474528274380717 ] ], [ [ -127.58161839999998, 50.599384790000208 ], [ -127.49580677179371, 50.720878251368546 ] ], [ [ -128.03325680000003, 50.442702130000313 ], [ -128.02796006844798, 50.474528274380717 ], [ -128.02813610000001, 50.523905109999937 ] ], [ [ -128.02407260000004, 50.652273109999982 ], [ -127.77483524776397, 50.599660786597823 ], [ -127.58161839999998, 50.599384790000208 ] ], [ [ -127.65441779999993, 50.535297809999925 ], [ -127.58161839999998, 50.599384790000208 ] ], [ [ -127.65441779999993, 50.535297809999925 ], [ -127.488056, 50.426667000000243 ] ], [ [ -127.37854710000011, 50.030852749999973 ], [ -127.28108692932756, 49.924430189088987 ], [ -127.11233571708493, 49.815676682583636 ] ], [ [ -126.91546085655288, 49.870085656987875 ], [ -126.94066089999995, 49.989339350000236 ] ], [ [ -126.84543780000006, 49.982390510000002 ], [ -126.80295093625597, 49.906323219004641 ] ], [ [ -126.74178759999992, 49.874918699999931 ], [ -126.63420105579999, 49.833814436152586 ] ], [ [ -126.65469529999984, 49.926304859999831 ], [ -126.63420105579999, 49.833814436152586 ], [ -126.60608107572041, 49.688470190074533 ], [ -126.61890059999992, 49.591856019999931 ], [ -126.60608107572041, 49.396473691979516 ], [ -126.49359115540928, 49.359851395258183 ], [ -126.27236909999998, 49.368447179999862 ] ], [ [ -125.98733151404844, 49.213092496770258 ], [ -126.09982143435957, 49.213092496770258 ], [ -126.24047133472175, 49.249817465166835 ], [ -126.29672129487371, 49.341530012554969 ], [ -126.27236909999998, 49.368447179999862 ] ], [ [ -126.05634120000003, 49.27631697999994 ], [ -125.98733151404844, 49.213092496770258 ], [ -125.907312, 49.173502830000245 ], [ -125.90621339999997, 49.152537600000073 ] ], [ [ -125.54668160000001, 48.941831000000334 ], [ -125.43397849999991, 48.95979785999976 ], [ -125.380662, 48.994208740000296 ], [ -125.3642743999999, 49.007252349999945 ] ], [ [ -125.14150869999993, 48.832827880000238 ], [ -125.03336160000001, 48.883163080000081 ] ], [ [ -125.04228309999998, 49.021056359999932 ], [ -125.02289129999988, 48.964512089999737 ] ], [ [ -125.03336160000001, 48.883163080000081 ], [ -125.02289129999988, 48.964512089999737 ] ], [ [ -124.55654750000006, 49.757726279999737 ], [ -124.523809, 49.8358899999998 ] ], [ [ -124.48885459999974, 49.677892319999913 ], [ -124.92826599999999, 49.673512999999708 ] ], [ [ -123.51457759999998, 49.401617049999693 ], [ -123.74983809910962, 49.429010440658146 ], [ -124.08733786002196, 49.538640877995576 ], [ -124.08733786002196, 49.684433099484977 ], [ -123.97483793971757, 49.793491191447217 ], [ -124.17988590000003, 49.783268039999825 ], [ -124.36858766078123, 49.75716572784409 ], [ -124.55654750000006, 49.757726279999737 ] ], [ [ -126.20021409999995, 50.949872629999973 ], [ -126.33733626610179, 50.929748091765752 ], [ -126.50608749792255, 50.929748091765752 ], [ -126.55858745940486, 50.848866325733916 ] ], [ [ -126.75261187443787, 50.61394812106694 ], [ -126.75364097118762, 50.670335528337532 ], [ -126.72551479577369, 50.723769047790427 ], [ -126.6411341485579, 50.759363583946417 ], [ -126.49734715005867, 50.749918472934681 ], [ -126.52864183757086, 50.794934108374719 ], [ -126.55858745940486, 50.848866325733916 ] ], [ [ -126.59874742994063, 50.70054017294747 ], [ -126.6411341485579, 50.670335528337532 ], [ -126.61076460042727, 50.573835184307484 ], [ -126.75261187443787, 50.61394812106694 ], [ -126.84948623675689, 50.633651911109943 ], [ -126.8917167994461, 50.611383449355849 ], [ -127.06857708523999, 50.621468387952099 ], [ -127.15484702194624, 50.631200420382768 ] ], [ [ -125.50343684333376, 50.412765239933556 ], [ -125.5467482017625, 50.377333225908913 ] ], [ [ -125.95901354477375, 50.384344188206263 ], [ -125.83107162474447, 50.388928681529357 ], [ -125.74671168450571, 50.3709967557743 ], [ -125.66233674427777, 50.3709967557743 ], [ -125.5467482017625, 50.377333225908913 ], [ -125.49358824076445, 50.353058050490162 ], [ -125.44561591823906, 50.331395037330658 ], [ -125.41540137561992, 50.300060895732926 ], [ -125.44214123814987, 50.277429856489483 ], [ -125.30261850538005, 50.23583903062007 ] ], [ [ -127.2105123320581, 51.680119439312605 ], [ -127.4623204691525, 51.64504609032705 ], [ -127.54671040936974, 51.575182597478879 ], [ -127.57483538944572, 51.505211554524436 ], [ -127.64481414210549, 51.405570934479677 ] ], [ [ -127.49580677179371, 50.720878251368546 ], [ -127.43420048907284, 50.76400091416258 ], [ -127.406076837626, 50.76400091416258 ], [ -127.237326961433, 50.692788787519305 ], [ -127.1897520459016, 50.612145899404105 ], [ -127.15484280035233, 50.631200420382768 ], [ -127.06857708523999, 50.612542549568801 ], [ -127.00083579607245, 50.582552529196676 ], [ -126.9263371154381, 50.588350919856595 ], [ -126.83111117990482, 50.547685615900775 ], [ -126.7310773328539, 50.550039661516315 ], [ -126.61857741539197, 50.514281479599369 ], [ -126.44982753919888, 50.496396995063854 ], [ -126.2248277042749, 50.478499373021876 ], [ -126.08555943379818, 50.492768476869749 ] ], [ [ -128.72301587142533, 52.262322952134113 ], [ -128.58733467218178, 52.26898811247549 ], [ -128.40536610447592, 52.271593097452715 ] ], [ [ -130.33006983111551, 54.313074999999998 ], [ -130.38751465023, 54.287784565961346 ] ], [ [ -126.08555943379818, 50.492768476869749 ], [ -125.95901354477375, 50.384344188206263 ] ], [ [ -125.18619846628761, 49.919552658402552 ], [ -125.24816842082198, 50.024610000000003 ] ] ]",MultiLineString
1198,comox-bc-canada,"Comox, BC, Canada",False,POINT (-124.928266 49.67351299999971),142.0,connected-coast,Connected Coast,#ca1d5c,connected-coast-1,"[ [ [ -124.523809, 49.8358899999998 ], [ -124.76127877803908, 49.98196414284952 ] ], [ [ -128.64088899999999, 54.059548420000134 ], [ -128.64759510000002, 53.974429600000093 ], [ -128.77883453652149, 53.850100347217946 ], [ -128.8913344568256, 53.749253785923422 ], [ -129.11633429743335, 53.682677635423957 ], [ -129.22883421773747, 53.549209020840557 ], [ -129.25478833578578, 53.425293105872598 ] ], [ [ -123.43478849999994, 49.396156879999822 ], [ -123.43887940000005, 49.439639520000163 ], [ -123.51457759999998, 49.401617049999693 ] ], [ [ -123.114034, 49.260440000000195 ], [ -123.35608837804642, 49.319134462983669 ], [ -123.43478849999994, 49.396156879999822 ] ], [ [ -127.64481414210549, 51.405570934479677 ], [ -127.74358659000471, 51.40005320024472 ], [ -127.85608650746674, 51.329813016129222 ], [ -127.83443834465406, 51.24964662436544 ], [ -127.85608650746674, 51.189009304662477 ], [ -127.79983523005376, 51.047774077600828 ], [ -127.72464476418678, 50.977501120245194 ], [ -127.61277278412608, 50.860359994026965 ], [ -127.51857675508803, 50.835104822413747 ], [ -127.46232046915242, 50.76400091416258 ], [ -127.49580677179371, 50.720878251368546 ] ], [ [ -127.95147226786968, 52.063679434507137 ], [ -127.91233015036129, 51.958102539867376 ], [ -127.94046013043375, 51.853991886922685 ], [ -127.94046013043375, 51.714802094666808 ], [ -127.86370028877155, 51.603201302999473 ], [ -127.85608650746674, 51.540210523593544 ], [ -127.74358659000471, 51.40005320024472 ] ], [ [ -124.81641098708053, 50.035778715660499 ], [ -124.82003734097059, 50.012967399978251 ], [ -124.76127877803908, 49.98196414284952 ] ], [ [ -131.9298034706778, 53.562527102169909 ], [ -131.73733244069396, 53.524396750400264 ], [ -130.83733307826125, 53.524396750400264 ], [ -130.61449888485541, 53.49227407843297 ], [ -130.61233323765376, 53.657943671593777 ], [ -130.49983331734975, 53.724558932850059 ], [ -130.43327104649978, 53.794671349185506 ], [ -130.33108469163105, 53.857473440304716 ], [ -130.25851447378096, 53.949516513534441 ] ], [ [ -130.25851447378096, 53.949516513534441 ], [ -130.27804473054493, 54.142313296728581 ], [ -130.32127803890825, 54.223392151062704 ] ], [ [ -130.32127803890825, 54.223392151062704 ], [ -130.49983331734975, 54.250043061793065 ], [ -130.44442013485329, 54.337055418147109 ], [ -130.49983331734975, 54.44675601642588 ], [ -130.43405684195642, 54.554394919212932 ] ], [ [ -127.69350873628818, 52.353357457453683 ], [ -127.72202740406783, 52.360144369990472 ], [ -127.79057832269325, 52.267943282516818 ], [ -127.95147226786968, 52.063679434507137 ], [ -128.06345114247472, 52.065716488650281 ], [ -128.11094690818479, 52.096441035551365 ], [ -128.12231269840387, 52.153943716487191 ], [ -128.14470446316773, 52.16114984088366 ], [ -128.11186854799377, 52.18517417339168 ], [ -128.40536610447592, 52.271593097452715 ], [ -128.48841325672365, 52.317033868530515 ], [ -128.47483475187786, 52.440766472955502 ], [ -128.52487321432534, 52.591778817615186 ], [ -128.52383513984981, 52.643028264222046 ], [ -128.53108601223883, 52.782322857764008 ], [ -128.53108601223883, 52.985979380441314 ], [ -128.58733467218178, 53.121219363028196 ], [ -128.70071815397395, 53.149832031963186 ], [ -128.92483443309376, 53.323284234593586 ], [ -129.1498342737018, 53.323284234593586 ], [ -129.25478833578578, 53.425293105872598 ], [ -129.26233419400572, 53.356869068889857 ], [ -129.37483411430983, 53.390427458065759 ], [ -129.431085351935, 53.45746493836576 ], [ -129.6056764015309, 53.543205102558787 ], [ -129.82483379552582, 53.724558932850059 ], [ -130.04983363613377, 53.857473440304716 ], [ -130.25851536025976, 53.949516513534441 ] ], [ [ -126.75276731694061, 52.37214793561003 ], [ -126.90461720553263, 52.3382317218636 ], [ -127.12961704045669, 52.3382317218636 ], [ -127.24086695883584, 52.441217560480155 ], [ -127.35336687629787, 52.441217560480155 ], [ -127.46586679375982, 52.372587034211804 ], [ -127.57836909607062, 52.30385008818358 ], [ -127.79057491184655, 52.267943282516818 ] ], [ [ -124.83905872097411, 50.123748150003202 ], [ -124.90155867511967, 50.083660679699527 ] ], [ [ -125.10181852819476, 50.231479527094798 ], [ -125.16070877237037, 50.172390288106364 ], [ -125.1959579476632, 50.137057106101715 ], [ -125.21592527387554, 50.10125851949136 ], [ -125.04927488516667, 50.111212397153608 ], [ -125.09983714275776, 50.047007439338927 ], [ -124.98642332019199, 50.063103045273593 ], [ -124.93253726127452, 50.012967399978251 ], [ -124.81641098708053, 50.035778715660499 ], [ -124.90103138578722, 50.08449796406866 ], [ -124.91752768258516, 50.117380658006994 ] ], [ [ -123.8440093857028, 49.173301754209689 ], [ -123.93561821991443, 49.254577397512264 ], [ -124.12351458051008, 49.251906244400139 ], [ -124.20451007380892, 49.352230528909892 ], [ -124.44320399853738, 49.349435915388042 ], [ -124.68672835476215, 49.443537227927038 ], [ -124.71356875282478, 49.493456292188007 ], [ -124.69712882510406, 49.513480525797497 ], [ -124.92826599999999, 49.673512999999708 ], [ -124.82908872828878, 49.706668517617743 ], [ -124.82908872828878, 49.724853565783754 ], [ -124.94158864575081, 49.797525673346918 ], [ -125.04910592224829, 49.824222582159699 ], [ -125.18619846628761, 49.919552658402552 ] ], [ [ -125.18619846628761, 49.919552658402552 ], [ -125.10128500014197, 50.012967399978251 ], [ -124.98642332019199, 50.063103045273593 ] ], [ [ -123.114034, 49.260440000000195 ], [ -123.58108821865311, 49.282454547423399 ], [ -123.8440093857028, 49.173301754209689 ] ] ]",MultiLineString
1199,williams-beach-bc-canada,"Williams Beach, BC, Canada",False,POINT (-125.04910592224829 49.8242225821597),142.0,connected-coast,Connected Coast,#ca1d5c,connected-coast-1,"[ [ [ -124.523809, 49.8358899999998 ], [ -124.76127877803908, 49.98196414284952 ] ], [ [ -128.64088899999999, 54.059548420000134 ], [ -128.64759510000002, 53.974429600000093 ], [ -128.77883453652149, 53.850100347217946 ], [ -128.8913344568256, 53.749253785923422 ], [ -129.11633429743335, 53.682677635423957 ], [ -129.22883421773747, 53.549209020840557 ], [ -129.25478833578578, 53.425293105872598 ] ], [ [ -123.43478849999994, 49.396156879999822 ], [ -123.43887940000005, 49.439639520000163 ], [ -123.51457759999998, 49.401617049999693 ] ], [ [ -123.114034, 49.260440000000195 ], [ -123.35608837804642, 49.319134462983669 ], [ -123.43478849999994, 49.396156879999822 ] ], [ [ -127.64481414210549, 51.405570934479677 ], [ -127.74358659000471, 51.40005320024472 ], [ -127.85608650746674, 51.329813016129222 ], [ -127.83443834465406, 51.24964662436544 ], [ -127.85608650746674, 51.189009304662477 ], [ -127.79983523005376, 51.047774077600828 ], [ -127.72464476418678, 50.977501120245194 ], [ -127.61277278412608, 50.860359994026965 ], [ -127.51857675508803, 50.835104822413747 ], [ -127.46232046915242, 50.76400091416258 ], [ -127.49580677179371, 50.720878251368546 ] ], [ [ -127.95147226786968, 52.063679434507137 ], [ -127.91233015036129, 51.958102539867376 ], [ -127.94046013043375, 51.853991886922685 ], [ -127.94046013043375, 51.714802094666808 ], [ -127.86370028877155, 51.603201302999473 ], [ -127.85608650746674, 51.540210523593544 ], [ -127.74358659000471, 51.40005320024472 ] ], [ [ -124.81641098708053, 50.035778715660499 ], [ -124.82003734097059, 50.012967399978251 ], [ -124.76127877803908, 49.98196414284952 ] ], [ [ -131.9298034706778, 53.562527102169909 ], [ -131.73733244069396, 53.524396750400264 ], [ -130.83733307826125, 53.524396750400264 ], [ -130.61449888485541, 53.49227407843297 ], [ -130.61233323765376, 53.657943671593777 ], [ -130.49983331734975, 53.724558932850059 ], [ -130.43327104649978, 53.794671349185506 ], [ -130.33108469163105, 53.857473440304716 ], [ -130.25851447378096, 53.949516513534441 ] ], [ [ -130.25851447378096, 53.949516513534441 ], [ -130.27804473054493, 54.142313296728581 ], [ -130.32127803890825, 54.223392151062704 ] ], [ [ -130.32127803890825, 54.223392151062704 ], [ -130.49983331734975, 54.250043061793065 ], [ -130.44442013485329, 54.337055418147109 ], [ -130.49983331734975, 54.44675601642588 ], [ -130.43405684195642, 54.554394919212932 ] ], [ [ -127.69350873628818, 52.353357457453683 ], [ -127.72202740406783, 52.360144369990472 ], [ -127.79057832269325, 52.267943282516818 ], [ -127.95147226786968, 52.063679434507137 ], [ -128.06345114247472, 52.065716488650281 ], [ -128.11094690818479, 52.096441035551365 ], [ -128.12231269840387, 52.153943716487191 ], [ -128.14470446316773, 52.16114984088366 ], [ -128.11186854799377, 52.18517417339168 ], [ -128.40536610447592, 52.271593097452715 ], [ -128.48841325672365, 52.317033868530515 ], [ -128.47483475187786, 52.440766472955502 ], [ -128.52487321432534, 52.591778817615186 ], [ -128.52383513984981, 52.643028264222046 ], [ -128.53108601223883, 52.782322857764008 ], [ -128.53108601223883, 52.985979380441314 ], [ -128.58733467218178, 53.121219363028196 ], [ -128.70071815397395, 53.149832031963186 ], [ -128.92483443309376, 53.323284234593586 ], [ -129.1498342737018, 53.323284234593586 ], [ -129.25478833578578, 53.425293105872598 ], [ -129.26233419400572, 53.356869068889857 ], [ -129.37483411430983, 53.390427458065759 ], [ -129.431085351935, 53.45746493836576 ], [ -129.6056764015309, 53.543205102558787 ], [ -129.82483379552582, 53.724558932850059 ], [ -130.04983363613377, 53.857473440304716 ], [ -130.25851536025976, 53.949516513534441 ] ], [ [ -126.75276731694061, 52.37214793561003 ], [ -126.90461720553263, 52.3382317218636 ], [ -127.12961704045669, 52.3382317218636 ], [ -127.24086695883584, 52.441217560480155 ], [ -127.35336687629787, 52.441217560480155 ], [ -127.46586679375982, 52.372587034211804 ], [ -127.57836909607062, 52.30385008818358 ], [ -127.79057491184655, 52.267943282516818 ] ], [ [ -124.83905872097411, 50.123748150003202 ], [ -124.90155867511967, 50.083660679699527 ] ], [ [ -125.10181852819476, 50.231479527094798 ], [ -125.16070877237037, 50.172390288106364 ], [ -125.1959579476632, 50.137057106101715 ], [ -125.21592527387554, 50.10125851949136 ], [ -125.04927488516667, 50.111212397153608 ], [ -125.09983714275776, 50.047007439338927 ], [ -124.98642332019199, 50.063103045273593 ], [ -124.93253726127452, 50.012967399978251 ], [ -124.81641098708053, 50.035778715660499 ], [ -124.90103138578722, 50.08449796406866 ], [ -124.91752768258516, 50.117380658006994 ] ], [ [ -123.8440093857028, 49.173301754209689 ], [ -123.93561821991443, 49.254577397512264 ], [ -124.12351458051008, 49.251906244400139 ], [ -124.20451007380892, 49.352230528909892 ], [ -124.44320399853738, 49.349435915388042 ], [ -124.68672835476215, 49.443537227927038 ], [ -124.71356875282478, 49.493456292188007 ], [ -124.69712882510406, 49.513480525797497 ], [ -124.92826599999999, 49.673512999999708 ], [ -124.82908872828878, 49.706668517617743 ], [ -124.82908872828878, 49.724853565783754 ], [ -124.94158864575081, 49.797525673346918 ], [ -125.04910592224829, 49.824222582159699 ], [ -125.18619846628761, 49.919552658402552 ] ], [ [ -125.18619846628761, 49.919552658402552 ], [ -125.10128500014197, 50.012967399978251 ], [ -124.98642332019199, 50.063103045273593 ] ], [ [ -123.114034, 49.260440000000195 ], [ -123.58108821865311, 49.282454547423399 ], [ -123.8440093857028, 49.173301754209689 ] ] ]",MultiLineString
1200,stories-beach-bc-canada,"Stories Beach, BC, Canada",False,POINT (-125.1861969427291 49.91955265840255),,,,,,,
1201,campbell-river-bc-canada,"Campbell River, BC, Canada",False,POINT (-125.24817 50.02461),,,,,,,
1202,ridley-island-bc-canada,"Ridley Island, BC, Canada",False,POINT (-130.32127422826034 54.22339215106253),,,,,,,
1203,mansons-landing-bc-canada,"Mansons Landing, BC, Canada",False,POINT (-124.98642332019199 50.06310304527359),142.0,connected-coast,Connected Coast,#ca1d5c,connected-coast-1,"[ [ [ -124.523809, 49.8358899999998 ], [ -124.76127877803908, 49.98196414284952 ] ], [ [ -128.64088899999999, 54.059548420000134 ], [ -128.64759510000002, 53.974429600000093 ], [ -128.77883453652149, 53.850100347217946 ], [ -128.8913344568256, 53.749253785923422 ], [ -129.11633429743335, 53.682677635423957 ], [ -129.22883421773747, 53.549209020840557 ], [ -129.25478833578578, 53.425293105872598 ] ], [ [ -123.43478849999994, 49.396156879999822 ], [ -123.43887940000005, 49.439639520000163 ], [ -123.51457759999998, 49.401617049999693 ] ], [ [ -123.114034, 49.260440000000195 ], [ -123.35608837804642, 49.319134462983669 ], [ -123.43478849999994, 49.396156879999822 ] ], [ [ -127.64481414210549, 51.405570934479677 ], [ -127.74358659000471, 51.40005320024472 ], [ -127.85608650746674, 51.329813016129222 ], [ -127.83443834465406, 51.24964662436544 ], [ -127.85608650746674, 51.189009304662477 ], [ -127.79983523005376, 51.047774077600828 ], [ -127.72464476418678, 50.977501120245194 ], [ -127.61277278412608, 50.860359994026965 ], [ -127.51857675508803, 50.835104822413747 ], [ -127.46232046915242, 50.76400091416258 ], [ -127.49580677179371, 50.720878251368546 ] ], [ [ -127.95147226786968, 52.063679434507137 ], [ -127.91233015036129, 51.958102539867376 ], [ -127.94046013043375, 51.853991886922685 ], [ -127.94046013043375, 51.714802094666808 ], [ -127.86370028877155, 51.603201302999473 ], [ -127.85608650746674, 51.540210523593544 ], [ -127.74358659000471, 51.40005320024472 ] ], [ [ -124.81641098708053, 50.035778715660499 ], [ -124.82003734097059, 50.012967399978251 ], [ -124.76127877803908, 49.98196414284952 ] ], [ [ -131.9298034706778, 53.562527102169909 ], [ -131.73733244069396, 53.524396750400264 ], [ -130.83733307826125, 53.524396750400264 ], [ -130.61449888485541, 53.49227407843297 ], [ -130.61233323765376, 53.657943671593777 ], [ -130.49983331734975, 53.724558932850059 ], [ -130.43327104649978, 53.794671349185506 ], [ -130.33108469163105, 53.857473440304716 ], [ -130.25851447378096, 53.949516513534441 ] ], [ [ -130.25851447378096, 53.949516513534441 ], [ -130.27804473054493, 54.142313296728581 ], [ -130.32127803890825, 54.223392151062704 ] ], [ [ -130.32127803890825, 54.223392151062704 ], [ -130.49983331734975, 54.250043061793065 ], [ -130.44442013485329, 54.337055418147109 ], [ -130.49983331734975, 54.44675601642588 ], [ -130.43405684195642, 54.554394919212932 ] ], [ [ -127.69350873628818, 52.353357457453683 ], [ -127.72202740406783, 52.360144369990472 ], [ -127.79057832269325, 52.267943282516818 ], [ -127.95147226786968, 52.063679434507137 ], [ -128.06345114247472, 52.065716488650281 ], [ -128.11094690818479, 52.096441035551365 ], [ -128.12231269840387, 52.153943716487191 ], [ -128.14470446316773, 52.16114984088366 ], [ -128.11186854799377, 52.18517417339168 ], [ -128.40536610447592, 52.271593097452715 ], [ -128.48841325672365, 52.317033868530515 ], [ -128.47483475187786, 52.440766472955502 ], [ -128.52487321432534, 52.591778817615186 ], [ -128.52383513984981, 52.643028264222046 ], [ -128.53108601223883, 52.782322857764008 ], [ -128.53108601223883, 52.985979380441314 ], [ -128.58733467218178, 53.121219363028196 ], [ -128.70071815397395, 53.149832031963186 ], [ -128.92483443309376, 53.323284234593586 ], [ -129.1498342737018, 53.323284234593586 ], [ -129.25478833578578, 53.425293105872598 ], [ -129.26233419400572, 53.356869068889857 ], [ -129.37483411430983, 53.390427458065759 ], [ -129.431085351935, 53.45746493836576 ], [ -129.6056764015309, 53.543205102558787 ], [ -129.82483379552582, 53.724558932850059 ], [ -130.04983363613377, 53.857473440304716 ], [ -130.25851536025976, 53.949516513534441 ] ], [ [ -126.75276731694061, 52.37214793561003 ], [ -126.90461720553263, 52.3382317218636 ], [ -127.12961704045669, 52.3382317218636 ], [ -127.24086695883584, 52.441217560480155 ], [ -127.35336687629787, 52.441217560480155 ], [ -127.46586679375982, 52.372587034211804 ], [ -127.57836909607062, 52.30385008818358 ], [ -127.79057491184655, 52.267943282516818 ] ], [ [ -124.83905872097411, 50.123748150003202 ], [ -124.90155867511967, 50.083660679699527 ] ], [ [ -125.10181852819476, 50.231479527094798 ], [ -125.16070877237037, 50.172390288106364 ], [ -125.1959579476632, 50.137057106101715 ], [ -125.21592527387554, 50.10125851949136 ], [ -125.04927488516667, 50.111212397153608 ], [ -125.09983714275776, 50.047007439338927 ], [ -124.98642332019199, 50.063103045273593 ], [ -124.93253726127452, 50.012967399978251 ], [ -124.81641098708053, 50.035778715660499 ], [ -124.90103138578722, 50.08449796406866 ], [ -124.91752768258516, 50.117380658006994 ] ], [ [ -123.8440093857028, 49.173301754209689 ], [ -123.93561821991443, 49.254577397512264 ], [ -124.12351458051008, 49.251906244400139 ], [ -124.20451007380892, 49.352230528909892 ], [ -124.44320399853738, 49.349435915388042 ], [ -124.68672835476215, 49.443537227927038 ], [ -124.71356875282478, 49.493456292188007 ], [ -124.69712882510406, 49.513480525797497 ], [ -124.92826599999999, 49.673512999999708 ], [ -124.82908872828878, 49.706668517617743 ], [ -124.82908872828878, 49.724853565783754 ], [ -124.94158864575081, 49.797525673346918 ], [ -125.04910592224829, 49.824222582159699 ], [ -125.18619846628761, 49.919552658402552 ] ], [ [ -125.18619846628761, 49.919552658402552 ], [ -125.10128500014197, 50.012967399978251 ], [ -124.98642332019199, 50.063103045273593 ] ], [ [ -123.114034, 49.260440000000195 ], [ -123.58108821865311, 49.282454547423399 ], [ -123.8440093857028, 49.173301754209689 ] ] ]",MultiLineString
1204,whaletown-bc-canada,"Whaletown, BC, Canada",False,POINT (-125.04927488516667 50.11121430288389),,,,,,,
1205,heriot-bay-bc-canada,"Heriot Bay, BC, Canada",False,POINT (-125.21592300972176 50.10125851949136),,,,,,,
1206,open-bay-bc-canada,"Open Bay, BC, Canada",False,POINT (-125.19595568350933 50.137057106101715),,,,,,,
1207,bold-point-bc-canada,"Bold Point, BC, Canada",False,POINT (-125.1607065082164 50.172390288106364),,,,,,,
1208,surge-narrows-bc-canada,"Surge Narrows, BC, Canada",False,POINT (-125.10181487720119 50.2314795270948),,,,,,,
1209,bliss-landing-bc-canada,"Bliss Landing, BC, Canada",False,POINT (-124.81640872292657 50.0357787156605),,,,,,,
1210,lund-bc-canada,"Lund, BC, Canada",False,POINT (-124.76128055950434 49.981964265539936),,,,,,,
1211,seaford-bc-canada,"Seaford, BC, Canada",False,POINT (-124.90102912163324 50.08449796406866),,,,,,,
